"Duration (in seconds)","Finished","RecordedDate","age","prev.participant","diet_1","diet_2","diet_9","diet_3","diet_4","diet_5","diet_10","diet_6","diet_7","diet_8","diet_7_TEXT","happy","bored","proud","angry","hopeful","red.open","elim.open","control.open","speciesism_1","speciesism_2","speciesism_3","speciesism_4","speciesism_5","speciesism_6","gender","gender_3_TEXT","status","status_5_TEXT","elim.pledge","red.pledge","ID","notes_7","notes_1","notes_2","notes_3","notes_4","notes_5","notes_6","notes_3_TEXT","notes_4_TEXT","notes_5_TEXT","notes_6_TEXT","excluded","condition","date","purchase","meatveg","meatveg2"
470,TRUE,"9/27/2019 13:32",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,"They are changing their diet because today we are more conscious towards animals. But some mostly treat as a type of ""trend"".",NA,"Somewhat disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"QP034N","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
256,TRUE,"9/27/2019 13:36",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Very proud","Very calm","Very hopeful",NA,NA,"People like variety
","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"VT030X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","27-Sep","CP","meat","poultry"
441,TRUE,"9/27/2019 13:48",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Somewhat ashamed","Very calm","Somewhat hopeful","People are beginning to change their behaviour because they are finally understanding that it is important to satisfactory eat And that it is not only food. The products they are ratings are once living creatures that deserve rights to life.",NA,NA,"Strongly disagree","Disagree","Strongly disagree","Disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TP029V","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","27-Sep","CP","meat","poultry"
373,TRUE,"9/27/2019 13:49",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,"More awareness  for social and environ!rural beNefits to not eating meat. Also alternative diets and fake meat products are very trendy and profitable right now",NA,"Agree","Somewhat disagree","Disagree","Somewhat disagree","Agree","Agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TM028L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","27-Sep","VP","veg","veg"
378,TRUE,"9/27/2019 13:59",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Somewhat proud","Somewhat calm","Somewhat hopeful",NA,NA,"People are used to consuming certain types of food, and are not open to changing their diet overnight.","Neither agree nor disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","ML026H","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","27-Sep","TURKEY","meat","poultry"
492,TRUE,"9/27/2019 14:02",23,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Somewhat proud","Somewhat calm","Somewhat hopeful",NA,NA,"Some people love the freedom to eat whatever they want","Somewhat agree","Somewhat disagree","Disagree","Somewhat disagree","Agree","Somewhat agree","Man",NA,"Carleton graduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","XV027P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
469,TRUE,"9/27/2019 14:31",24,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Neither calm nor angry","Very despairing",NA,"More and more studies have shown the environmental impacts for cattle etc.",NA,"Somewhat agree","Disagree","Strongly disagree","Somewhat agree","Somewhat agree","Disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TV730C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","27-Sep","""Pita Combo 2""","meat","meatunk"
500,TRUE,"9/27/2019 14:32",30,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"I would like to go take any good that's not harm to me. No restrictions anywhere","Disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Agree","Agree","Man",NA,"Carleton graduate student",NA,NA,"No, thanks","LQ737C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","27-Sep","HC","meat","poultry"
338,TRUE,"9/30/2019 10:17",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful","Because of all the bad products used in farm animals like hormones.",NA,NA,"Somewhat agree","Disagree","Disagree","Disagree","Somewhat agree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","LP072Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","30-Sep","DONAIR","meat","red"
331,TRUE,"9/30/2019 10:18",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Somewhat ashamed","Neither calm nor angry","Somewhat despairing",NA,"I'm not surprised by the video it is not new information. I already do meat reduction and alternatives in my diet. I think reduction is a great start and should be promoted more for those who want a another transition to becoming began or vegetarian",NA,"Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Strongly agree","Disagree","I don’t see myself represented in the above options. My gender is:","Non binary","Carleton undergraduate student",NA,"No, thanks",NA,"VL732P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
236,TRUE,"9/30/2019 10:26",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Somewhat bored","Somewhat ashamed","Neither calm nor angry","Neither despairing nor hopeful",NA,"These videos are makimg people sad",NA,"Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TL075P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","30-Sep","""Breakfast Pita"" but sausage was an add-on","meat","pork"
410,TRUE,"9/30/2019 10:34",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Somewhat despairing","People at becoming aware of health risks and ani!so welfare. But more importantly, the best way to reduce animal consumption are pollution taxes and putting a higher price on water.",NA,NA,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","LP073Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","30-Sep","VP","veg","veg"
359,TRUE,"9/30/2019 10:35",24,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful",NA,NA,"Some people have moral obligations from religions or things like veganism\ vegatarianism. Some people have health limitations","Disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Agree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"LP071Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","30-Sep","CS","meat","poultry"
389,TRUE,"9/30/2019 10:44",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Somewhat despairing",NA,NA,"People just have different tastes and preferences","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Agree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","LP070Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","30-Sep","CS","meat","poultry"
436,TRUE,"9/30/2019 10:48",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"People make these decisions Because they may be influenced by social or religious factors","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"JL068P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","30-Sep","CS","meat","poultry"
256,TRUE,"9/30/2019 10:50",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Somewhat ashamed","Somewhat calm","Neither despairing nor hopeful","Because we have access to more info",NA,NA,"Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Agree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","JL069P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","30-Sep","GP","meat","red"
352,TRUE,"9/30/2019 10:57",32,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful",NA,"I don't know. Maybe a combination of health and ethics. Might also be fad",NA,"Disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Agree","Somewhat agree","Woman",NA,"Carleton graduate student",NA,"No, thanks",NA,"JK066T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","30-Sep","""Pita Combo 1""","meat","meatunk"
500,TRUE,"9/30/2019 11:04",23,"No, I promise that I haven’t done this before",NA,"Gluten free",NA,NA,"Low-carb",NA,NA,NA,NA,NA,NA,"Happy","Neither energized nor bored","Somewhat proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"I prefer to stick to certain food. Because I know what I am going to eat and how it tastes.","Neither agree nor disagree","Disagree","Somewhat agree","Disagree","Disagree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","JP067K","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
425,TRUE,"9/30/2019 11:08",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Dairy Free","Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Very calm","Very hopeful","Heart disease, animal cruelty, overall health",NA,NA,"Somewhat agree","Disagree","Disagree","Disagree","Strongly agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TJ065L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","30-Sep","CS","meat","poultry"
628,TRUE,"9/30/2019 11:20",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very happy","Very energized","Neither ashamed nor proud","Very calm","Very hopeful",NA,NA,"Genetics play a part, some people are born with more or less receptors that allowance to enjoy food more than others. It could influence choice. Also  predisposition to different flavours at a young age or even  personal dietary choices could play a part. There are just a lot of different possibilities.","Somewhat agree","Strongly disagree","Disagree","Somewhat agree","Strongly agree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TP063L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","30-Sep","CP","meat","poultry"
395,TRUE,"9/30/2019 11:21",29,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Happy","Very energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"People preference is dynamic, some like changes while others dont . Some think changes is better.","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Disagree","Man",NA,"Carleton graduate student",NA,"Yes, I will pledge to stop eating meat",NA,"JL064K","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","30-Sep","HC","meat","poultry"
376,TRUE,"9/30/2019 11:31",25,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,"They want to save the environment. They want to be healthyier.",NA,"Neither agree nor disagree","Neither agree nor disagree","Disagree","Strongly disagree","Agree","Agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"QP061R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","30-Sep","PATTY","veg","vegprot"
491,TRUE,"9/30/2019 11:34",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,"I believe many people are learning the facts and are making radical dietary changes that won't last unfortunately. There is more information about benefits to plant based diets and more people should get educated.",NA,"Somewhat agree","Disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"LK062P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","30-Sep","GP","meat","red"
287,TRUE,"9/30/2019 11:38",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,"Low-carb",NA,NA,NA,NA,NA,NA,"Happy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"Some people don't like viarity or are picky. Some are more adventurous","Somewhat agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","I don’t see myself represented in the above options. My gender is:",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TL059Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
455,TRUE,"9/30/2019 11:44",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Very hopeful","Partially for their concerns for the environment and their physical health. Also, if I may be honest, partially because youth think it is a cool, popular trend to follow.",NA,NA,"Strongly agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","TQ058R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
354,TRUE,"9/30/2019 11:45",20,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat energized","Somewhat proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"Economic conditions play a big part, but also sticking to a certain range/style/cuisine allows for social cohesion within groups.","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Agree","Strongly disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TL076P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","30-Sep","""Breakfast Pita"" but turkey was an add-on","meat","poultry"
363,TRUE,"9/30/2019 11:50",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat bored","Very proud","Somewhat calm","Very hopeful",NA,NA,"Depending on their religion or beliefs","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"RQ057T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","30-Sep","""Pita Combo 1""","meat","meatunk"
320,TRUE,"9/30/2019 11:54",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very happy","Very energized","Very proud","Very calm","Very hopeful",NA,NA,"Some people experiment while others prefer the comfort of a routine.","Strongly agree","Disagree","Strongly disagree","Agree","Agree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TR060L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","30-Sep","CP","meat","poultry"
293,TRUE,"9/30/2019 11:59",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful",NA,"To better animal.welfare
",NA,"Strongly disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TQ054R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","30-Sep","CS","meat","poultry"
